dataset,method,threshold,threshold_std,accuracy,accuracy_std,f1,f1_std,g,g_std,lima,lima_std,p_minus,p_plus
ecoli,Li \& Ma threshold (ours; PK-CCN),0.4222543600602059,0.08274350099925987,0.8436011904761905,0.10341644898744097,0.49181949336339315,0.10724784683713123,0.5127396857873988,0.08590425231199847,4.171626523009953,1.661908446672968,0.2,0.2
ecoli,Menon et al. (2015; PK-CCN; accuracy),0.4624181576859699,0.037857058130534416,0.9072916666666666,0.016898754403972403,0.5530477759961017,0.06837812885604666,0.5558848143180332,0.0685963485863936,4.383380672887151,1.322759629560519,0.2,0.2
ecoli,Menon et al. (2015; PK-CCN; F1 score),0.44540893891157474,0.05612000259981862,0.8830357142857143,0.048732862040947206,0.5170820054509276,0.07144506934789296,0.5266053833551161,0.063149216254786,4.248896998757313,1.4798269294350355,0.2,0.2
ecoli,Menon et al. (2015; CK-CCN; accuracy),0.5000000000000001,1.746153256780956e-16,0.9111607142857142,0.015697372372574635,0.5005864394119242,0.12216496171318299,0.5124173296869173,0.1142298964010265,4.036223851068151,1.821546925602187,0.2,0.2
ecoli,Menon et al. (2015; CK-CCN; F1 score),0.4603426611754625,0.045252959695322705,0.8949404761904762,0.03422244449370844,0.5336243780858894,0.06407277444030933,0.5399642876244022,0.05883001549925462,4.312335369467837,1.4425708673624187,0.2,0.2
ecoli,Menon et al. (2015; CU-CCN; accuracy),0.40018236399406887,0.04232928902194937,0.8793154761904761,0.034941981198347065,0.5401858491678453,0.061489881722294144,0.5522322442550014,0.055324227256820555,4.400867511981919,1.3407912215197686,0.2,0.2
ecoli,Menon et al. (2015; CU-CCN; F1 score),0.23307649774202602,0.09570297640591341,0.5665178571428571,0.23724054576102632,0.3432777930425225,0.12022462495726635,0.4318575746140577,0.08246548307467795,3.6579828896148228,1.3795553779788532,0.2,0.2
ecoli,Mithal et al. (2017; CU-CCN; G measure),0.3147429078186318,0.10927837319334856,0.5688988095238094,0.21130240863095956,0.29769660005367077,0.09665067713376796,0.3745152979511398,0.07496478654264402,3.3776876626362773,1.2031145490703359,0.2,0.2
ecoli,Yao et al. (2020; CU-CCN; accuracy),0.5000000000000001,0.0,0.9111607142857142,0.015697372372574635,0.5005864394119242,0.12216496171318299,0.5124173296869173,0.1142298964010265,4.036223851068151,1.821546925602187,0.2,0.2
ecoli,default (accuracy),0.5,0.0,0.9111607142857142,0.015697372372574635,0.5005864394119242,0.12216496171318299,0.5124173296869173,0.1142298964010265,4.036223851068151,1.821546925602187,0.2,0.2
ecoli,default (F1 score),0.16113677175674732,0.08592950779226541,0.38779761904761906,0.22897454759842953,0.26747526319101145,0.09181643802686117,0.38048715970834757,0.0651932533998795,3.305925183072694,1.310373469067465,0.2,0.2
optical_digits,Li \& Ma threshold (ours; PK-CCN),0.38731160076089954,0.008884058452068137,0.9711832740213524,0.002933728668225285,0.850625896566447,0.013792026787236905,0.851121891903259,0.013850929132945436,26.115890543737727,0.9234847325123237,0.2,0.2
optical_digits,Menon et al. (2015; PK-CCN; accuracy),0.42947661689968636,0.007620512154850749,0.9707206405693951,0.002236228940806693,0.8338303337986351,0.015452011194013309,0.8399192008255001,0.013527206002555286,25.73896780439796,0.8636747360271514,0.2,0.2
optical_digits,Menon et al. (2015; PK-CCN; F1 score),0.37933596491685917,0.006672703787667559,0.9709341637010676,0.0032683949431868606,0.851971564306389,0.014353544879807178,0.8522521280174349,0.014333491295027395,26.194909740079822,0.9352950207412242,0.2,0.2
