dataset,method,threshold,threshold_std,accuracy,accuracy_std,f1,f1_std,g,g_std,lima,lima_std,p_minus,p_plus
ecoli,Li \& Ma threshold (ours; PK-CCN),0.4911917111822023,0.11380035328519066,0.6331845238095238,0.206929739685788,0.24768896306710037,0.09318977356613922,0.29073623523494047,0.0852535892238115,1.135240873141724,0.9321243412149395,0.4,0.4
ecoli,Menon et al. (2015; PK-CCN; accuracy),0.5597166145947988,0.026886436785159562,0.8421130952380953,0.0409725003581053,0.28378162980394095,0.15721779613184708,0.2861597887623857,0.15736017248336306,1.0612437102146124,0.9657204945804798,0.4,0.4
ecoli,Menon et al. (2015; PK-CCN; F1 score),0.542812443920251,0.07748612114458558,0.7389880952380953,0.1396160772737063,0.24834541337854307,0.1069696298067575,0.2762511399400408,0.10794755140483608,1.3224538865985271,1.0123233022950717,0.4,0.4
ecoli,Menon et al. (2015; CK-CCN; accuracy),0.5,2.187330665627297e-16,0.7635416666666667,0.07433565086041252,0.30306080946920283,0.10390772532645864,0.3293188807189975,0.11056342611692845,1.294040789934789,1.1429956534785604,0.4,0.4
ecoli,Menon et al. (2015; CK-CCN; F1 score),0.5304431192379541,0.06915889639921184,0.7248511904761905,0.14522780724378279,0.2519998685700524,0.12304944130903443,0.2810701060202245,0.12256535191795852,1.299166455675719,1.0354671003545897,0.4,0.4
ecoli,Menon et al. (2015; CU-CCN; accuracy),0.45724776839171255,0.036150119279947615,0.659375,0.09155163073656267,0.290610301892604,0.08299629261159178,0.3450774852983677,0.0794434303807845,1.2632585927470303,1.194998731164943,0.4,0.4
ecoli,Menon et al. (2015; CU-CCN; F1 score),0.20472588569585964,0.06350841520173083,0.16220238095238096,0.06316775399684059,0.19235229101558504,0.0060347630949304926,0.3197454603751121,0.012588835936621436,1.1443530934112112,1.0876705362996144,0.4,0.4
ecoli,Mithal et al. (2017; CU-CCN; G measure),0.38486143230215103,0.059897486998848,0.40907738095238094,0.11932328281353446,0.20154958468811351,0.019549436665375005,0.288774424363729,0.033749234624089755,1.2083839693787595,1.0583726447859996,0.4,0.4
ecoli,Yao et al. (2020; CU-CCN; accuracy),0.5000000000000001,0.0,0.7635416666666667,0.07433565086041252,0.30306080946920283,0.10390772532645864,0.3293188807189975,0.11056342611692845,1.294040789934789,1.1429956534785604,0.4,0.4
ecoli,default (accuracy),0.5,0.0,0.7635416666666667,0.07433565086041252,0.30306080946920283,0.10390772532645864,0.3293188807189975,0.11056342611692845,1.294040789934789,1.1429956534785604,0.4,0.4
ecoli,default (F1 score),0.15203946421100473,0.031828081130911255,0.11577380952380953,0.009983613797437235,0.18957900233337427,0.0020786196713154,0.32255780279986346,0.003928940881007904,1.0902985128227722,0.9989971969180512,0.4,0.4
optical_digits,Li \& Ma threshold (ours; PK-CCN),0.474267093072802,0.016955415259702705,0.8995106761565836,0.043841354604431414,0.56392692910341,0.09288506518695785,0.5757627264680173,0.08614787948275557,5.344545522319988,1.3988783207415882,0.4,0.4
optical_digits,Menon et al. (2015; PK-CCN; accuracy),0.47116735365154716,0.008353864073647455,0.9294217081850533,0.010908576282526304,0.6479809428810539,0.038691862825902125,0.6499477715397576,0.03856272177796162,6.197032887421123,1.1528406093699128,0.4,0.4
optical_digits,Menon et al. (2015; PK-CCN; F1 score),0.47434434935917125,0.012437204658875583,0.921049822064057,0.022389069817720583,0.6139315276208633,0.06005843142150731,0.6210555603728216,0.055383841636118404,6.094609796294357,1.419867666198032,0.4,0.4
optical_digits,Menon et al. (2015; CK-CCN; accuracy),0.5,8.63738641960209e-17,0.9298131672597865,0.01062945943371115,0.4845431050695673,0.13351410283009926,0.538005690990252,0.11136412868026584,5.142205699792061,1.7610386245082081,0.4,0.4
optical_digits,Menon et al. (2015; CK-CCN; F1 score),0.47842966814765947,0.011094952807167217,0.92538256227758,0.017438990955766568,0.6072207669045013,0.05852305764476769,0.6153781958683644,0.05440450835799645,6.018345394052232,1.3805756547792218,0.4,0.4
optical_digits,Menon et al. (2015; CU-CCN; accuracy),0.4324114914583683,0.00912595217509354,0.7481316725978647,0.06017297132047646,0.42644648640298044,0.059794287163963095,0.5051335129001958,0.045253160725320506,4.833263585755536,0.9555839545288013,0.4,0.4
optical_digits,Menon et al. (2015; CU-CCN; F1 score),0.39635008661798893,0.02928628749464731,0.48622775800711737,0.17652702549694899,0.28832734686730016,0.08043082210175653,0.4011298042987268,0.05841652359367574,3.7481572220903323,1.4260362816049188,0.4,0.4
optical_digits,Mithal et al. (2017; CU-CCN; G measure),0.44023938520101086,0.0233839331440067,0.6882028469750889,0.10997023323269776,0.3242368253878761,0.07048641319407746,0.3858352583867889,0.05480161230525812,3.770485607452669,1.4286519446760186,0.4,0.4
optical_digits,Yao et al. (2020; CU-CCN; accuracy),0.5000000000000001,0.0,0.9298131672597865,0.01062945943371115,0.4845431050695673,0.13351410283009926,0.538005690990252,0.11136412868026584,5.142205699792061,1.7610386245082081,0.4,0.4
optical_digits,default (accuracy),0.5,0.0,0.9298131672597865,0.01062945943371115,0.4845431050695673,0.13351410283009926,0.538005690990252,0.11136412868026584,5.142205699792061,1.7610386245082081,0.4,0.4
optical_digits,default (F1 score),0.24819920620398364,0.023243877371367835,0.0992526690391459,0.0012349372472231974,0.17957300201214238,0.0002027831740569974,0.31407533878248445,0.00019469315090794344,2.9192465243457266,1.157279547785857,0.4,0.4
satimage,Li \& Ma threshold (ours; PK-CCN),0.4541224362597305,0.028369039991906292,0.7881041181041181,0.13721077842328208,0.4168150844661514,0.08779838412985369,0.4557900209151704,0.056132279992656756,4.404909013475148,1.2605430426214626,0.4,0.4
satimage,Menon et al. (2015; PK-CCN; accuracy),0.46963781140715744,0.011240666009869562,0.8874825174825174,0.01972886156690747,0.5050775424660089,0.04521251011569273,0.5120439264344101,0.043096673448466696,5.205614318048692,1.1364883532898746,0.4,0.4
satimage,Menon et al. (2015; PK-CCN; F1 score),0.46912605052539724,0.019703999609921648,0.8609246309246309,0.05716748369963158,0.46666011195680157,0.055926361279299557,0.48581200737169505,0.04044399716003227,4.832251320475136,1.254148240519553,0.4,0.4
satimage,Menon et al. (2015; CK-CCN; accuracy),0.5,3.6020391365357295e-17,0.9123076923076923,0.008985682870120974,0.38068995490431035,0.17948510885259703,0.4016541128893924,0.1721539486245106,3.9239412286473225,2.1552557044537806,0.4,0.4
satimage,Menon et al. (2015; CK-CCN; F1 score),0.47277683387102715,0.018078522344150746,0.8728515928515929,0.0529701042554505,0.4745475276983292,0.0530763312149018,0.48792570112956735,0.040759506902483186,4.747153711162392,1.0825901593608678,0.4,0.4
satimage,Menon et al. (2015; CU-CCN; accuracy),0.42778339320719905,0.016053628685913913,0.6914063714063714,0.14066459484676552,0.37118718015585894,0.07560884087766795,0.4479791950940332,0.04588410480751319,4.789795351825805,1.0526612593652582,0.4,0.4
