dataset,method,threshold,threshold_std,accuracy,accuracy_std,f1,f1_std,g,g_std,lima,lima_std,p_minus,p_plus
ecoli,Li \& Ma threshold (ours; PK-CCN),0.5197234151455923,0.06514688022074053,0.8398809523809524,0.08864957173502284,0.46959019238381494,0.0911206147398536,0.4917885185951033,0.07514184874776424,3.752483018842118,1.2335501998320015,0.3,0.1
ecoli,Menon et al. (2015; PK-CCN; accuracy),0.5492365603631993,0.02414540511132272,0.8982142857142857,0.020700885822288507,0.5415345105907952,0.06367875097309961,0.5461458895337102,0.06269194633972351,4.044716263817772,1.0961130596113884,0.3,0.1
ecoli,Menon et al. (2015; PK-CCN; F1 score),0.546294016950888,0.0556052573529945,0.8736607142857142,0.05049354921819891,0.497089985818001,0.09042988068664981,0.5138243836175134,0.07578534698044855,3.9055226350109002,1.162371634204154,0.3,0.1
ecoli,Menon et al. (2015; CK-CCN; accuracy),0.6000000000000002,6.705019521674265e-16,0.9101190476190476,0.013295910604818087,0.5160263675178558,0.06584431635245104,0.5270018998136182,0.06299507761735627,3.7170082519904795,1.1439542176869821,0.3,0.1
ecoli,Menon et al. (2015; CK-CCN; F1 score),0.5574429810920177,0.05186634509848754,0.8852678571428572,0.03178398648772922,0.5023498580898849,0.08049174226382097,0.5153575474103441,0.07123529253520887,3.8415419149033583,1.2318042360204389,0.3,0.1
ecoli,Menon et al. (2015; CU-CCN; accuracy),0.46855709864466866,0.03457278212088196,0.8443452380952381,0.043173392832499186,0.49924779310336875,0.0628705496610559,0.5267201723478463,0.056351476731705784,3.8566766089172626,1.0336331111377925,0.3,0.1
ecoli,Menon et al. (2015; CU-CCN; F1 score),0.2424740280314877,0.08102693434008738,0.3712797619047619,0.15517967939207974,0.24760740891585234,0.06253235533140208,0.3644309448593343,0.047662241666279644,2.534841544733676,1.312086886535185,0.3,0.1
ecoli,Mithal et al. (2017; CU-CCN; G measure),0.3596309086762076,0.06478187375783627,0.49642857142857144,0.11552430333767064,0.2525700552293747,0.04538683241021714,0.3438355476352049,0.04199768488253503,2.7215553749875143,1.0748391763976959,0.3,0.1
ecoli,Yao et al. (2020; CU-CCN; accuracy),0.5000000000000001,0.0,0.8738095238095237,0.02820819123501052,0.5266722203866656,0.0498152701953039,0.540923080907344,0.04669554394731147,3.976727464100528,1.013000956981048,0.3,0.1
ecoli,default (accuracy),0.5,0.0,0.8738095238095237,0.02820819123501052,0.5266722203866656,0.0498152701953039,0.540923080907344,0.04669554394731147,3.976727464100528,1.013000956981048,0.3,0.1
ecoli,default (F1 score),0.13010456697022896,0.04271685217941836,0.14851190476190476,0.07328353185602965,0.19634147928464551,0.017688875895998477,0.3284767177160098,0.016357547557926073,2.6627621352783417,1.1984198748764192,0.3,0.1
optical_digits,Li \& Ma threshold (ours; PK-CCN),0.499453530225194,0.01367798492082482,0.9719839857651245,0.0027105315753940076,0.8501542555629659,0.015015819579507107,0.8516016224243075,0.014788049332331335,25.036617314354046,0.6547717566848954,0.3,0.1
optical_digits,Menon et al. (2015; PK-CCN; accuracy),0.5221050849893747,0.007518628210752782,0.9710053380782918,0.002302317980784645,0.8370620199199547,0.013901929016915289,0.8420557969737017,0.013344769809964893,24.868222373105816,0.6871585571250606,0.3,0.1
optical_digits,Menon et al. (2015; PK-CCN; F1 score),0.4802168179816902,0.011005807829513593,0.9712366548042703,0.0028401039718810783,0.8527231755898693,0.014330655362376921,0.8529598099456039,0.014172628932028468,25.007096147846628,0.6031258553397987,0.3,0.1
